Name,Team,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,UBR,wGDP,XBR,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Alec Bohm","PHI",606,0.0660066,0.141914191,0.465116279,0.279783393,0.331683168,0.447653429,0.779336597,0.167870036,3.42681256860347,0.305010893,-2.5,-2.4000000953674316,-1.7289947271347046,-0.8991670906543732,83.13111350644228,12.242402098661634,0.3352790382129467,114.74280641935762,"Alec Bohm",21618,664761
"Masataka Yoshida","BOS",421,0.064133016,0.123515439,0.519230769,0.28042328,0.349168646,0.415343915,0.764512561,0.134920635,2.623171900374116,0.301886792,-3.4999999552965164,0.20000000298023224,-1.9782510995864868,-0.5155209898948669,58.158876142672774,8.911107986442325,0.33647743681547476,114.68021704350343,"Masataka Yoshida",31837,807799
"Zach Neto","LAA",602,0.064784053,0.232558139,0.278571428,0.24907749,0.317725752,0.442804428,0.76053018,0.193726938,5.427538901161581,0.294736842,2.4000001549720764,-0.800000011920929,0.8781954646110535,0.9160286709666252,80.00337641831858,9.582577297057938,0.32995627543435024,114.11671062379766,"Zach Neto",31347,687263
"Carlos Santana","MIN",594,0.109427609,0.166666666,0.656565656,0.238003838,0.328282828,0.420345489,0.748628317,0.182341651,2.6731777933845136,0.251870324,,,-0.6092629432678223,-0.3286163881421089,77.26411797228867,7.779143424068036,0.32645044845171184,114.09852154200696,"Carlos Santana",2396,467793
"Randy Arozarena","- - -",648,0.11265432,0.260802469,0.431952662,0.218579234,0.331790123,0.387978142,0.719768265,0.169398908,4.181215446977907,0.274725274,-5.960464477539063e-8,1.9000000357627869,0.2077413871884346,-1.3286364525556564,81.12859974818394,5.326809331943249,0.3203924835464101,114.07055527986186,"Randy Arozarena",19290,668227
"Wilyer Abreu","BOS",447,0.089485458,0.279642058,0.32,0.253132832,0.322147651,0.458646616,0.780794267,0.205513784,4.955270715823892,0.325757575,0.8999999761581421,-0.4000000059604645,1.662065863609314,-0.3569069057703018,61.43540579648356,9.146207777873082,0.33560124473017067,114.06388563739888,"Wilyer Abreu",23772,677800
"Lars Nootbaar","STL",405,0.128395061,0.195061728,0.658227848,0.244252873,0.341584158,0.416666666,0.758250824,0.172413793,4.396969115549942,0.28076923,0.800000011920929,-1,1.6337225437164307,-0.6279387101531029,54.089117713510504,6.7129987033600695,0.3307730666737058,113.76733037008297,"Lars Nootbaar",21454,663457
"Tyler Stephenson","CIN",515,0.093203883,0.227184466,0.41025641,0.258205689,0.337864077,0.444201312,0.782065389,0.185995623,2.877410740252479,0.306501547,-2.8000000715255737,-0.6000000238418579,-2.5812594890594482,-0.7944452166557312,72.34023636037915,12.096529470928589,0.33936225926434554,111.60611329395655,"Tyler Stephenson",17988,663886
"Michael Conforto","SFG",488,0.086065573,0.241803278,0.355932203,0.237442922,0.309426229,0.449771689,0.759197918,0.212328767,2.7752216717856406,0.277227722,-1.1999999284744263,-1.899999976158142,-0.5737426280975342,-1.1942486464977264,63.5716728670338,6.48637391159328,0.32669340829829663,111.52063511736547,"Michael Conforto",16376,624424
"Miguel Rojas","LAD",337,0.068249258,0.100890207,0.676470588,0.283387622,0.337313432,0.410423452,0.747736884,0.12703583,4.193920578228096,0.301115241,1.399999976158142,-0.699999988079071,-0.4408315420150757,0.11123888194561005,43.99158732956716,4.5699771902567985,0.327027644328217,111.47697966035959,"Miguel Rojas",7802,500743
"Mike Tauchman","CHC",350,0.134285714,0.2,0.671428571,0.248322147,0.357142857,0.365771812,0.722914669,0.117449665,4.694492034018613,0.301801801,1.399999976158142,-0.5,0.47953981161117554,-0.43871714919805527,45.21626323161009,4.27393816110972,0.3253509421007974,111.19560432570732,"Mike Tauchman",15274,643565
"Taylor Ward","LAA",663,0.095022624,0.245852187,0.386503067,0.246153846,0.322775263,0.425641025,0.748416288,0.179487179,3.3095988622312538,0.29382716,0.8999999910593033,-0.20000000298023224,-0.8829261660575867,-1.690705619752407,85.66883817261484,8.112376681924133,0.32538151929820824,110.89873373349609,"Taylor Ward",17548,621493
"Luis García Jr.","WSN",528,0.051136363,0.162878787,0.313953488,0.282,0.318181818,0.444,0.762181818,0.162,4.923515832280151,0.309823677,-1.3000000715255737,-1.100000023841858,-0.8605079054832458,1.4120924919843674,69.3944942768419,7.630072456201328,0.3281335896412229,110.88673418137564,"Luis Garcia Jr.",20391,671277
"Josh Smith","TEX",592,0.077702702,0.204391891,0.380165289,0.258126195,0.337288135,0.393881453,0.731169588,0.135755258,4.4904452847743235,0.311224489,-2.2000001072883606,0.800000011920929,-0.7185999751091003,0.17455416917800903,75.22339675601444,5.972378351053811,0.3227134973367325,110.81133451815832,"Josh Smith",26396,669701
"Will Smith","LAD",544,0.09375,0.193014705,0.485714285,0.247899159,0.327205882,0.432773109,0.759978991,0.18487395,3.1997860280674426,0.272980501,0,0.4000000059604645,-0.004270128905773163,-1.1994516253471375,70.45455301706157,6.818482050340984,0.3257519090928996,110.61832240025325,"Will Smith",19197,669257
"Connor Wong","BOS",487,0.057494866,0.234086242,0.245614035,0.279642058,0.333333333,0.425055928,0.758389261,0.14541387,3.5179712950425386,0.347826086,2.5999999940395355,0.4000000059604645,2.0363237857818604,-2.2058127894997597,64.80912232061071,7.840801436800184,0.3301827815390125,110.25242797469576,"Connor Wong",19896,657136
"Oneil Cruz","PIT",599,0.085141903,0.302170283,0.281767955,0.258780036,0.323873121,0.449168207,0.773041328,0.190388171,6.152637337221064,0.346938775,1.600000023841858,1.100000023841858,2.306044340133667,2.9610863253474236,80.11566634367087,10.045801437300227,0.3310161504881952,109.87635802813169,"Oneil Cruz",21711,665833
"Wyatt Langford","TEX",557,0.091561938,0.206463195,0.44347826,0.25250501,0.324955116,0.414829659,0.739784775,0.162324649,6.406735742071665,0.296495956,1.8999998569488525,1.7000000476837158,2.810229778289795,1.535288654267788,70.05496922773125,4.898183329820664,0.32110500604667386,109.67988889666012,"Wyatt Langford",33333,694671
"Jake McCarthy","ARI",495,0.062626262,0.157575757,0.397435897,0.285067873,0.348979591,0.400452488,0.749432079,0.115384615,7.544205364211624,0.328690807,1.7000000476837158,1.5,3.1016793251037598,1.4492376446723938,65.49809319964736,7.59394774279683,0.3292398854998723,109.63283087810511,"Jake McCarthy",21622,664983
"Jazz Chisholm Jr.","- - -",621,0.085346215,0.244766505,0.34868421,0.256227758,0.323671497,0.43594306,0.759614557,0.179715302,6.272166708751539,0.30927835,2.1999999284744263,1.100000023841858,3.3711748123168945,2.7897499427199364,81.15295556868125,8.509573086450589,0.32729744707996195,109.56829919710812,"Jazz Chisholm Jr.",20454,665862
"Shea Langeliers","OAK",534,0.076779026,0.27153558,0.28275862,0.22406639,0.288389513,0.450207468,0.738596981,0.226141078,3.487135490739641,0.251592356,-1.8999998569488525,-1.2999999523162842,-1.9495112895965576,-0.8229323104023933,64.63247663984555,2.1661863894249764,0.31521909476671006,109.4924367781867,"Shea Langeliers",25816,669127
"Luis Arraez","- - -",672,0.035714285,0.043154761,0.827586206,0.313971742,0.346268656,0.392464678,0.738733334,0.078492936,4.393829729977638,0.323966942,1,-2.800000011920929,-0.07013756036758423,-0.914579451084137,85.42912508984362,6.819860954482912,0.3227873320343612,109.21471774923765,"Luis Arraez",18568,650333
"Brandon Nimmo","NYM",663,0.116138763,0.238310708,0.487341772,0.224168126,0.32730015,0.399299474,0.726599624,0.175131348,5.749694400311572,0.267175572,-0.4000000059604645,0.800000011920929,0.7399623990058899,1.6977503523230553,83.07112107393141,5.514659583240708,0.32051343887234024,108.90772891355446,"Brandon Nimmo",12927,607043
"Cody Bellinger","CHC",569,0.079086115,0.156414762,0.505617977,0.265503875,0.32513181,0.426356589,0.751488399,0.160852714,4.798991267724389,0.287439613,-0.10000002384185791,0.6000000238418579,1.4765983819961548,-0.0675973892211914,71.89068459512491,5.330161837654315,0.32181783715176837,108.81758251427196,"Cody Bellinger",15998,641355
"J.T. Realmuto","PHI",413,0.065375302,0.246973365,0.264705882,0.265789473,0.322033898,0.428947368,0.750981266,0.163157895,2.8863831898369163,0.328301886,-1.600000023841858,0,0.7011768221855164,-1.191362626850605,53.592872251922415,5.2809286687319785,0.32606597331542414,108.54178222320432,"J.T. Realmuto",11739,592663
"Ryan Mountcastle","BAL",507,0.053254437,0.224852071,0.236842105,0.270613107,0.307692307,0.424947145,0.732639452,0.154334038,3.62369804080058,0.326704545,-4.199999809265137,-1.5,-0.5956430435180664,-0.2760588750243187,61.48589440916657,2.1780120927560267,0.3155164792692873,108.35567881098306,"Ryan Mountcastle",18373,663624
"Brandon Marsh","PHI",476,0.105042016,0.323529411,0.324675324,0.248803827,0.328421052,0.418660287,0.747081339,0.16985646,6.063151883806754,0.347826086,1.9999998807907104,1.600000023841858,1.285709261894226,1.6378901451826096,61.655942639897276,5.974380544016765,0.3257733355070415,108.34481691896798,"Brandon Marsh",20202,669016
"Matt Vierling","DET",567,0.072310405,0.21340388,0.338842975,0.256756756,0.312169312,0.422779922,0.734949234,0.166023166,5.746383003794344,0.303108808,1.3999999985098839,0.10000000149011612,2.9896695613861084,-0.20734403282403946,69.6290746544762,3.302508040265589,0.3174157493316664,108.25815902065735,"Matt Vierling",21558,663837
"Lourdes Gurriel Jr.","ARI",553,0.052441229,0.182640144,0.287128712,0.278752436,0.32188065,0.434697855,0.756578505,0.155945419,4.581023880110067,0.313283208,1.600000023841858,-1.7000000476837158,-0.6247040629386902,-0.07048340886831284,72.0436165194006,7.35474290801,0.32670330580161966,107.92553886841074,"Lourdes Gurriel Jr.",19238,666971
"Royce Lewis","MIN",325,0.086153846,0.227692307,0.378378378,0.232876712,0.295384615,0.452054794,0.747439409,0.219178082,1.39285714,0.251207729,0,0,-0.6500747203826904,-0.4893301874399185,39.90972210159833,1.8918488218479843,0.3174114555766339,107.74030936238877,"Royce Lewis",20437,668904
"Vinnie Pasquantino","KCR",554,0.072202166,0.128158844,0.563380281,0.262096774,0.314647377,0.445564516,0.760211893,0.183467742,2.8406562026626996,0.264916467,-1.600000023841858,-0.6000000238418579,-0.6928081512451172,-0.7628755271434784,71.22685591829213,6.421004235271538,0.3245793902787609,107.63779265315769,"Vinnie Pasquantino",27676,686469
"Ramón Laureano","- - -",309,0.048543689,0.310679611,0.15625,0.258741258,0.310679611,0.437062937,0.747742548,0.178321679,4.832401629402648,0.35,0.29999998956918716,-0.10000000149011612,-0.592203825712204,-0.15170392394065857,39.60586682955396,3.4596426958836277,0.32408985736686435,107.602591172484,"Ramon Laureano",17128,657656
"Jonathan India","CIN",637,0.125588697,0.196232339,0.64,0.247654784,0.357480314,0.392120075,0.749600389,0.144465291,4.992068191498279,0.2925,1,-2.299999952316284,-0.40704095363616943,0.35356634855270386,86.40549932319597,11.890467694885283,0.33337109332948217,107.57364794843971,"Jonathan India",21523,663697
"Willi Castro","MIN",635,0.08031496,0.236220472,0.34,0.247311827,0.331230283,0.385304659,0.716534942,0.137992832,5.860423195953466,0.315,2.899999976158142,0.6000000238418579,1.5001896619796753,-2.1236300617456436,77.83034141732156,3.549265932270889,0.3171236067540262,107.53783062221416,"Willi Castro",17338,650489
"J.D. Martinez","NYM",495,0.098989898,0.284848484,0.34751773,0.235023041,0.3197556,0.405529953,0.725285553,0.170506912,1.4067460275,0.308243727,,,-1.4023962020874023,-0.9155209958553314,61.202871714877546,3.298726258027017,0.3184588671701746,107.52486132501862,"J.D. Martinez",6184,502110
"Ryan Jeffers","MIN",465,0.068817204,0.202150537,0.340425531,0.225728155,0.299568965,0.432038834,0.731607799,0.206310679,3.3217206688579033,0.237623762,-0.699999988079071,0,-0.6217295527458191,-0.15767253935337067,56.76375165203077,2.3689483440802745,0.316508739159025,107.10532019927001,"Ryan Jeffers",24618,680777
"CJ Abrams","WSN",602,0.066445182,0.212624584,0.3125,0.245841035,0.314475873,0.432532347,0.74700822,0.186691312,7.090476989515588,0.28463476,0.3999999761581421,1,1.3175113201141357,0.30601585656404495,76.26904206467003,5.848242943409398,0.32224908431238153,106.92605873488542,"CJ Abrams",25768,682928
"Corbin Carroll","ARI",684,0.106725146,0.190058479,0.561538461,0.23089983,0.321585903,0.427843803,0.749429706,0.196943973,8.673990006610342,0.255605381,5,2.4000000953674316,8.620501518249512,2.489268831908703,88.09539101040404,8.08239001548332,0.3248603077011837,106.68507481639462,"Corbin Carroll",25878,682998
"Gabriel Moreno","ARI",351,0.116809116,0.148148148,0.788461538,0.26557377,0.353276353,0.380327868,0.733604221,0.114754098,3.5997749866373376,0.302788844,-1.0000000596046448,-0.699999988079071,0.6573089957237244,-0.5863562151789665,45.19071007987647,4.131406937746091,0.324803192785808,106.64663256333931,"Gabriel Moreno",22664,672515
"Mike Yastrzemski","SFG",474,0.080168776,0.261603375,0.306451612,0.231308411,0.302325581,0.436915887,0.739241468,0.205607476,5.454428475654227,0.282229965,0.30000001192092896,0.5,2.8432235717773438,-0.9913626238703728,58.732083098287916,3.2844771456674056,0.31878834445092635,106.19998528639971,"Mike Yastrzemski",14854,573262
"Jake Burger","MIA",579,0.053540587,0.259067357,0.206666666,0.250467289,0.300518134,0.459813084,0.760331218,0.209345795,2.3689747878250884,0.291666666,-0.20000000298023224,0.10000000149011612,0.43337517976760864,-1.144204668700695,74.8316999047782,7.1013964310075846,0.3254176387547207,106.07292322454538,"Jake Burger",22275,669394
"Alec Burleson","STL",595,0.058823529,0.127731092,0.460526315,0.268738574,0.314189189,0.420475319,0.734664508,0.151736745,3.4029375020937627,0.276315789,-1.2000000476837158,1.2000000476837158,-2.086782693862915,-0.9644268527626991,73.61949532929351,4.017542709442874,0.31856830126127683,105.55268665784791,"Alec Burleson",27615,676475
"Andrew McCutchen","PIT",515,0.112621359,0.258252427,0.436090225,0.232142857,0.328155339,0.410714285,0.738869624,0.178571428,3.1518899720872278,0.282828282,,,-1.6312705278396606,-1.2281352952122688,66.18151879251677,5.93781190306622,0.32450418655510543,105.49335993111121,"Andrew McCutchen",9847,457705
"Jake Cronenworth","SDP",656,0.092987804,0.179878048,0.516949152,0.240901213,0.323619631,0.389948006,0.713567637,0.149046793,3.847668830979695,0.274157303,1.100000023841858,-0.8999999761581421,1.193126916885376,-1.08858522772789,79.2223652448987,2.4847502556179957,0.31488512410708,105.28264760943829,"Jake Cronenworth",18036,630105
"Dylan Moore","SEA",441,0.120181405,0.278911564,0.430894308,0.201086956,0.320454545,0.366847826,0.687302371,0.16576087,7.956632607102913,0.266666666,0.7000000029802322,-0.20000000298023224,0.9669102430343628,3.1570421382784843,50.035103948014296,-1.5522256408161808,0.3058058915485825,105.28023906462668,"Dylan Moore",18042,664238
"Austin Wells","NYY",414,0.11352657,0.210144927,0.540229885,0.228813559,0.322033898,0.395480225,0.717514123,0.166666666,2.3324322965951314,0.260536398,0,-0.20000000298023224,-0.4049886167049408,-1.4071474745869637,49.9657819761813,1.536860321360851,0.3147913115076522,105.21500517266054,"Austin Wells",27562,669224
"Nick Castellanos","PHI",659,0.062215477,0.210925644,0.294964028,0.254125412,0.311077389,0.430693069,0.741770458,0.176567657,4.518512308072733,0.293721973,,,-3.075660467147827,-0.7623064666986465,82.69967208424984,5.6111228800791375,0.32075803446806006,104.96917554016036,"Nick Castellanos",11737,592206
"Jon Singleton","HOU",405,0.116049382,0.274074074,0.423423423,0.233802816,0.320987654,0.385915492,0.706903146,0.152112676,2.0306776525,0.299145299,-3.4000000953674316,1.2999999523162842,-3.155109405517578,-0.8129195049405098,47.92751168813999,0.551392677989554,0.31187060688748774,104.71200333385661,"Jon Singleton",10441,572138
"Cedric Mullins","BAL",499,0.082164328,0.196392785,0.418367346,0.234234234,0.304878048,0.405405405,0.710283453,0.171171171,7.189148859611198,0.26060606,0.9000000953674316,2.4000000953674316,0.21197277307510376,3.0781179144978523,58.41752981180831,0.045472068437773634,0.3102922748501708,104.68086673562173,"Cedric Mullins",17929,656775
"Nolan Schanuel","LAA",607,0.112026359,0.169686985,0.660194174,0.250481695,0.343283582,0.362235067,0.705518649,0.111753372,3.5542422437535883,0.285365853,-3.8000001907348633,-1.5,-3.682248115539551,0.2138197049498558,73.5916175285399,2.58592804912926,0.3154721189889544,103.92825918950916,"Nolan Schanuel",33189,694384
"Starling Marte","NYM",370,0.072972972,0.218918918,0.333333333,0.268656716,0.326975476,0.388059701,0.715035177,0.119402985,6.796580516408067,0.333333333,,,0.07796015590429306,2.037321090698242,44.137739349050996,0.8558528459506026,0.31305298876892673,103.8863346088316,"Starling Marte",9241,516782
"Joey Ortiz","MIL",511,0.109589041,0.201565557,0.54368932,0.238636363,0.328740157,0.397727272,0.726467429,0.159090909,5.634865006625256,0.28313253,1.2000000476837158,0,1.0352445840835571,-1.2165912166237831,63.2859641471291,3.5101695441985528,0.3187137223838821,103.81063587569518,"Joey Ortiz",25493,687401
"Gleyber Torres","NYY",665,0.09774436,0.204511278,0.477941176,0.257240204,0.330316742,0.378194207,0.708510949,0.120954003,2.5920787753358905,0.306306306,-1.100000023841858,1.5,-2.748692035675049,-1.8198703974485397,79.12511066433575,1.3346930303850437,0.31267272580982514,103.72474872776066,"Gleyber Torres",16997,650402
"Adley Rutschman","BAL",638,0.09090909,0.161442006,0.563106796,0.250437828,0.318181818,0.390542907,0.708724725,0.140105079,2.0712860585714807,0.271929824,-0.6000000238418579,0.699999988079071,-1.8584625720977783,-1.0548951551318169,73.9763895997617,-0.6556201001789808,0.30890228964212374,103.70312275446855,"Adley Rutschman",26288,668939
"Masyn Winn","STL",637,0.064364207,0.171114599,0.376146788,0.267461669,0.313880126,0.415672913,0.729553039,0.148211244,5.474891199282469,0.303418803,4.5,2.4000000953674316,3.19822096824646,-0.9773256778717041,77.23457812164074,2.719546493330055,0.315483457292614,103.47637521276305,"Masyn Winn",27479,691026
"Travis d'Arnaud","ATL",341,0.070381231,0.260997067,0.269662921,0.237785016,0.302052785,0.436482084,0.738534869,0.198697068,2.4368729474746162,0.280193236,,,-0.8466258645057678,-0.3682544082403183,42.252903575231294,2.3633811494009316,0.31879015821865225,103.04128384158486,"Travis d'Arnaud",7739,518595
"Nico Hoerner","CHC",641,0.068642745,0.102964118,0.666666666,0.273195876,0.335413416,0.372852233,0.708265649,0.099656357,5.706708243522376,0.296875,3,0,2.5748026371002197,2.4203574135899544,76.4997140464478,1.5167701316171294,0.3131190129555762,102.96267755933381,"Nico Hoerner",21479,663538
"Miguel Andujar","OAK",319,0.040752351,0.131661442,0.309523809,0.284768211,0.319749216,0.377483443,0.697232659,0.092715232,3.428417149997098,0.319066147,-0.6000000238418579,-1.600000023841858,-1.171267032623291,-0.8650838658213615,36.18708578132248,-1.1289190686478607,0.3057821045474946,102.85426513893357,"Miguel Andujar",15878,609280
"Mark Canha","- - -",462,0.11038961,0.207792207,0.53125,0.241730279,0.344155844,0.346055979,0.690211823,0.1043257,3.751857923455006,0.298305084,1.7999999299645424,0,0.4943743646144867,0.3739851117134094,53.91054482376125,-0.13332426929924135,0.309831370478091,102.34740039034823,"Mark Canha",11445,592192
"Nolan Arenado","STL",635,0.069291338,0.144881889,0.478260869,0.271626297,0.324921135,0.394463667,0.719384802,0.12283737,2.028599066280086,0.295597484,,,-0.3721957206726074,-1.7122625038027763,76.05951885990382,1.7784433748531427,0.3136587862538386,102.24824652949398,"Nolan Arenado",9777,571448
"Michael Massey","KCR",356,0.042134831,0.15730337,0.267857142,0.259036144,0.29378531,0.44879518,0.74258049,0.189759036,3.7323941309981805,0.270676691,1.5,-1.2000000476837158,0.842171847820282,-0.3524695634841919,43.467129566164964,1.822936065884582,0.3165411601323244,101.9835374141075,"Michael Massey",27684,686681
"Francisco Alvarez","NYM",342,0.087719298,0.251461988,0.348837209,0.237012987,0.307017543,0.402597402,0.709614945,0.165584415,3.3686396314529636,0.291079812,-2.400000184774399,-0.4000000059604645,-1.3111392259597778,-0.8206153512001038,39.90955158780986,-0.09694890965050953,0.3098268491482874,101.7149215046937,"Francisco Alvarez",26121,682626
"Geraldo Perdomo","ARI",388,0.092783505,0.149484536,0.620689655,0.272997032,0.34383202,0.37388724,0.71771926,0.100890208,6.158746415569652,0.316725978,2.199999988079071,0.800000011920929,2.254850387573242,0.5662892684340477,47.56446626921936,2.1769744767789425,0.3171501502277344,101.49561033515909,"Geraldo Perdomo",22799,672695
"Ha-Seong Kim","SDP",470,0.123404255,0.163829787,0.753246753,0.23325062,0.330472103,0.369727047,0.70019915,0.136476427,6.225195805081488,0.261006289,0.10000000894069672,0.20000000298023224,0.912898600101471,1.4278773367404938,54.297463089392274,-0.6822305767082313,0.3083755688749867,100.90127073329558,"Ha-Seong Kim",27506,673490
"Richie Palacios","TBR",316,0.142405063,0.212025316,0.671641791,0.223484848,0.346031746,0.318181818,0.664213564,0.09469697,6.741187566707261,0.279792746,1.600000023841858,0,0.4074130952358246,2.6609983667731285,35.09456545742311,-1.870505177657228,0.30282458691551284,100.85382916243945,"Richie Palacios",24589,680700
"Logan O'Hoppe","LAA",522,0.06321839,0.296934865,0.212903225,0.244258872,0.303262955,0.409185803,0.712448758,0.164926931,2.82343567764418,0.318032786,-0.30000001192092896,0.20000000298023224,-2.9832260608673096,-1.7621099054813385,61.43545356621047,0.37290017534991593,0.31106662246865185,100.82934296955237,"Logan O'Hoppe",24729,681351
"Josh Bell","- - -",603,0.084577114,0.199004975,0.425,0.249070631,0.319397993,0.40520446,0.724602453,0.156133829,2.044744430906532,0.286069651,-2.8000000715255737,-3.4999998807907104,-2.4857563376426697,-1.5573000758886337,73.8188598494476,3.2810826565569577,0.31676103881056383,100.63183406299213,"Josh Bell",13145,605137
"Jesús Sánchez","MIA",537,0.076350093,0.260707635,0.292857142,0.251533742,0.313432835,0.417177914,0.730610749,0.165644172,4.906349293134188,0.315315315,-1.699999988079071,-0.800000011920929,-0.7753819823265076,1.4271117001771927,65.74755874813602,2.9303342828254375,0.31695893931478153,100.37963869019286,"Jesus Sanchez",19913,660821
"Rhys Hoskins","MIL",517,0.102514506,0.28820116,0.355704697,0.213808463,0.302912621,0.41870824,0.721620861,0.204899777,2.736229482794799,0.25,-4.600000083446503,-0.800000011920929,-2.9915618896484375,-0.3076285645365715,61.8312778886088,1.3536148558982546,0.31343205418104325,100.2557111371682,"Rhys Hoskins",16472,656555
"Jeremy Peña","HOU",650,0.038461538,0.17076923,0.225225225,0.26578073,0.307573415,0.393687707,0.701261122,0.127906977,5.44180708344053,0.300829875,2.9000000953674316,-0.5,1.8528697490692139,0.3624209836125374,73.35626578424237,-2.6794807752583316,0.3050573243998891,99.91940129350425,"Jeremy Pena",21636,665161
"Andy Pages","LAD",443,0.065462753,0.243792325,0.268518518,0.248138957,0.305429864,0.40694789,0.712377754,0.158808933,3.3216483440102356,0.304195804,0.10000000894069672,0.20000000298023224,0.8727454543113708,-1.383470207452774,51.693579283466214,-0.1277064486242593,0.3098208853022545,99.89565137881613,"Andy Pages",24816,681624
"Gavin Lux","LAD",487,0.090349075,0.225872689,0.4,0.250569476,0.320328542,0.382687927,0.703016469,0.132118451,4.302994380586197,0.311526479,2.2000000923871994,0.20000000298023224,1.5686465501785278,-0.7571034878492355,56.75435928480653,-0.21396159900398654,0.3096331884239244,99.76931851380176,"Gavin Lux",19955,666158
"Paul Goldschmidt","STL",654,0.071865443,0.264525993,0.2716763,0.245409015,0.301538461,0.414023372,0.715561833,0.168614357,4.457351272426405,0.307881773,,,-1.1635851860046387,1.1108457446098328,76.31600522846554,-0.1876536175551534,0.30982255549342547,99.66620026889004,"Paul Goldschmidt",9218,502671
"Daulton Varsho","TOR",513,0.093567251,0.26705653,0.350364963,0.213507625,0.29296875,0.407407407,0.700376157,0.193899782,7.29091479168161,0.262295081,2.200000286102295,2.0999999046325684,1.2150344848632812,0.3770677074790001,57.572060990072096,-2.4376897561184534,0.304275134421608,99.17202960769652,"Daulton Varsho",19918,662139
"Lane Thomas","- - -",528,0.083333333,0.259469696,0.321167883,0.237288135,0.308712121,0.400423728,0.709135849,0.163135593,6.450685431719183,0.298461538,2.500000089406967,0.9000000059604645,4.156763911247253,-0.20139546692371368,61.17557645427036,-0.5888453663702036,0.3088420941662291,99.14364798743559,"Lane Thomas",16939,657041
"Marcus Semien","TEX",718,0.08913649,0.146239554,0.609523809,0.236923076,0.307799442,0.39076923,0.698568672,0.153846154,4.285067644552573,0.250478011,,,2.465007781982422,-0.9330537393689156,81.5074980787842,-2.4827573515565704,0.30588280763373027,98.97228367035243,"Marcus Semien",12533,543760
"Dansby Swanson","CHC",593,0.091062394,0.242833052,0.375,0.241573033,0.311973018,0.389513108,0.701486126,0.147940075,5.818804777357938,0.299734748,2.5000000596046448,0.699999988079071,2.947111129760742,1.495826542377472,67.6451766038508,-1.7228198727398238,0.30656940884598216,98.55434504343681,"Dansby Swanson",18314,621020
"Carson Kelly","- - -",313,0.079872204,0.175718849,0.454545454,0.238434163,0.313099041,0.37366548,0.686764521,0.135231317,1.99978484625,0.266055045,-2.8999998569488525,-0.9000000357627869,-2.390363574028015,-0.623501367866993,35.09449005721845,-1.519646362971889,0.30414682855240455,98.51216319601266,"Carson Kelly",13620,608348
"Michael Harris II","ATL",470,0.04893617,0.2,0.244680851,0.263636363,0.304255319,0.418181818,0.722437137,0.154545455,5.021018747686419,0.3003003,0.9000000208616257,0.20000000298023224,-0.05829271301627159,-1.2903124615550041,55.685773722194476,0.7060800560939722,0.3120455870242007,98.50172511333591,"Michael Harris II",25931,671739
"Michael Toglia","COL",458,0.11790393,0.320960698,0.367346938,0.218045112,0.3107221,0.45614035,0.76686245,0.238095238,6.068953563468697,0.269565217,1.4999999552965164,-0.20000000298023224,0.27841004729270935,0.8215362280607224,60.60233364259953,7.0263768360590495,0.3292400415127094,98.16263431203512,"Michael Toglia",25845,669911
"Josh Lowe","TBR",387,0.082687338,0.317829457,0.260162601,0.240793201,0.302325581,0.390934844,0.693260425,0.150141643,6.579225381483386,0.337837837,-1.2999999523162842,1.2999999523162842,-0.6353504657745361,3.947815030813217,41.7082969990043,-3.562216721806118,0.29874266905821956,97.98252478205855,"Josh Lowe",19953,666139
"Will Brennan","CLE",353,0.053824362,0.135977337,0.395833333,0.263636363,0.308781869,0.387878787,0.696660656,0.124242424,4.033516362374765,0.287272727,-0.3999999761581421,-1.2999999523162842,0.2512039840221405,-0.6729762852191925,39.12146576666465,-2.171793518725728,0.30253500952000634,97.8432974834259,"Will Brennan",25660,686823
"Tyrone Taylor","NYM",345,0.055072463,0.231884057,0.2375,0.247648902,0.299418604,0.401253918,0.700672522,0.153605016,6.9444492819388755,0.309012875,-0.30000001192092896,1.2000000476837158,-0.2988090217113495,0.837517648935318,38.55141600302523,-1.8060187093251383,0.3036750242244398,97.57432164703549,"Tyrone Taylor",13675,621438
"Jeff McNeil","NYM",472,0.074152542,0.144067796,0.514705882,0.238207547,0.307855626,0.384433962,0.692289588,0.146226415,3.72499054486821,0.256484149,-3.0999998450279236,0.699999988079071,-1.7107378244400024,-0.24160316586494446,52.697234829017745,-2.51641498034276,0.3035550645057191,97.4935805335597,"Jeff McNeil",15362,643446
"Brenton Doyle","COL",603,0.07628524,0.253731343,0.300653594,0.260147601,0.317195325,0.446494464,0.763689789,0.186346863,6.862344664422878,0.315508021,2.7999998927116394,-0.699999988079071,2.4683825969696045,2.885813757777214,79.17775559901763,8.63997840612698,0.3279812993811923,97.31541457559823,"Brenton Doyle",25479,686668
"Andrew Vaughn","CHW",619,0.061389337,0.213247172,0.287878787,0.245614035,0.297253634,0.401754385,0.699008019,0.15614035,2.4990387234478275,0.285377358,-0.7999999523162842,-1,-1.8268593549728394,-0.6575845927000046,69.21183787646312,-3.1975884625075373,0.3037608829183994,96.95105768203113,"Andrew Vaughn",26197,683734
