Name,Team,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,UBR,wGDP,XBR,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Jarren Duran","BOS",735,0.073469387,0.217687074,0.3375,0.284649776,0.341961852,0.491803278,0.83376513,0.207153502,7.982662395677068,0.344827586,1.7999999523162842,0.5,5.719118118286133,2.6469207033514977,113.59841430554036,27.619531657489574,0.3568673902286514,129.02292667113866,"Jarren Duran",24617,680776
"Luke Raley","SEA",455,0.059340659,0.296703296,0.2,0.242574257,0.3200883,0.462871287,0.782959587,0.22029703,5.856887607990397,0.305220883,-0.7000000476837158,1.7000000476837158,-0.19525273144245148,0.5849601328372955,63.81450410344553,10.589481511795036,0.3390953546065105,128.6967272058503,"Luke Raley",19354,670042
"Xavier Edwards","MIA",303,0.108910891,0.171617161,0.634615384,0.328301886,0.397350993,0.422641509,0.819992502,0.094339623,8.181758754329332,0.398148148,0.7000000476837158,1.2999999523162842,2.3759231567382812,3.782839797437191,47.25624661505576,11.811890911165442,0.3586137106648315,128.41615508294646,"Xavier Edwards",22266,669364
"Jose Altuve","HOU",682,0.068914956,0.174486803,0.394957983,0.294585987,0.350439882,0.439490445,0.789930327,0.144904458,4.423971485211609,0.337423312,,,-0.8178586363792419,0.09696464240550995,98.47424143025732,18.695196578596605,0.344237520589548,127.47955141816854,"Jose Altuve",5417,514888
"Spencer Horwitz","TOR",381,0.11023622,0.183727034,0.6,0.265243902,0.35695538,0.432926829,0.789882209,0.167682927,1.3340964525,0.3,-3.4000001922249794,0.10000000149011612,-2.8627421855926514,-0.8129195049405098,54.96917557028355,10.400530279253141,0.34409546867838636,127.1824659214581,"Spencer Horwitz",26477,687462
"Jordan Westburg","BAL",447,0.049217002,0.217002237,0.226804123,0.264423076,0.311659192,0.48076923,0.792428422,0.216346154,5.585791642550678,0.304635761,-0.19999998807907104,0.800000011920929,1.016032338142395,-0.7253372222185135,62.86042608947705,10.571228070866573,0.3395621362288437,125.26988496869662,"Jordan Westburg",27815,676059
"Trea Turner","PHI",539,0.050092764,0.181818181,0.275510204,0.295049504,0.337662337,0.46930693,0.806969267,0.174257426,5.2825283821312405,0.330749354,1.5000000596046448,0.699999988079071,1.5322635173797607,1.106604978442192,79.92134567935344,16.870165070782857,0.3490665514084315,124.02274788085491,"Trea Turner",16252,607208
"Brandon Lowe","TBR",425,0.077647058,0.263529411,0.294642857,0.244155844,0.310588235,0.472727272,0.783315507,0.228571428,5.144134246866152,0.287401574,1.5000000447034836,0.20000000298023224,0.8229362368583679,-0.09164714068174362,58.10280130287173,8.387120860121275,0.334698090739284,123.27430266211141,"Brandon Lowe",18882,664040
"Manny Machado","SDP",643,0.069984447,0.192846034,0.362903225,0.274873524,0.32503888,0.472175379,0.797214259,0.197301855,3.5726913585907174,0.301801801,,,-0.6201407313346863,0.25347839295864105,90.47638189995419,15.259481841863511,0.3396645368923385,121.96089094724196,"Manny Machado",11493,592518
"Pete Alonso","NYM",695,0.100719424,0.247482014,0.406976744,0.240131578,0.329496402,0.458881578,0.78837798,0.21875,2.750297248737655,0.275862068,-1.6000000461935997,-0.10000000149011612,-3.5972368717193604,-0.6627875715494156,97.89861168860448,16.598851905753733,0.3398528206020637,121.92445845780296,"Pete Alonso",19251,624413
"Ian Happ","CHC",657,0.121765601,0.255707762,0.476190476,0.242530755,0.340943683,0.44112478,0.782068463,0.198594025,4.8940028570369805,0.298941798,-0.10000002384185791,0.699999988079071,0.7542290687561035,0.5114147961139679,93.17625490495568,16.321661844044968,0.34104491788439634,121.75872578967433,"Ian Happ",17919,664023
"Nathaniel Lowe","TEX",565,0.125663716,0.221238938,0.568,0.265432098,0.361061946,0.401234567,0.762296513,0.135802469,2.6362931825550135,0.323782234,-0.4000000059604645,0.5,0.10970553010702133,-0.9417117983102798,78.41105763695643,12.318447166005836,0.3372676782574214,121.0490425983843,"Nathaniel Lowe",19566,663993
"Trevor Larnach","MIN",400,0.1,0.2225,0.449438202,0.259154929,0.3375,0.433802816,0.771302816,0.174647887,3.6274713325757273,0.304347826,-1.7999999523162842,-2,-1.3087650537490845,-0.4100334793329239,55.05980788326714,8.26857923126671,0.33586232494889645,120.71902767631957,"Trevor Larnach",21501,663616
"Matt Chapman","SFG",647,0.098918083,0.244204018,0.405063291,0.246956521,0.327666151,0.462608695,0.790274846,0.215652174,5.571659057504478,0.293367346,5.800000011920929,-0.30000001192092896,2.643218517303467,1.0771556720137596,91.28461153238707,15.59979918777637,0.34013576694527026,120.56826390869955,"Matt Chapman",16505,656305
"Yandy Díaz","TBR",621,0.080515297,0.152979066,0.526315789,0.280639431,0.341384863,0.413854351,0.755239214,0.13321492,1.0887334275,0.31441048,-2.1999999284744263,-1.399999976158142,-2.2967653274536133,-1.3101421147584915,82.81682198841915,10.173439506188483,0.3305333292234731,120.34472436052373,"Yandy Diaz",16578,650490
"James Wood","WSN",336,0.116071428,0.288690476,0.402061855,0.264406779,0.354166666,0.427118644,0.78128531,0.162711865,6.373316699536776,0.365079365,-0.30000007152557373,1.399999976158142,1.5355240106582642,-1.1661540865898132,47.926408254902,8.621776187221649,0.34206041827130673,120.26044447989459,"James Wood",29518,695578
"JJ Bleday","OAK",642,0.10436137,0.194704049,0.536,0.243006993,0.324492979,0.437062937,0.761555916,0.194055944,3.2025446969557985,0.278688524,-2.299999952316284,1.2000000476837158,-0.6387351751327515,-1.9120659306645393,85.45509124868353,10.35516926222285,0.33021923363302047,120.0438407845668,"JJ Bleday",26368,668709
"Heliot Ramos","SFG",518,0.071428571,0.26061776,0.274074074,0.269473684,0.322393822,0.469473684,0.791867506,0.2,4.190042005948293,0.329192546,-1.2999999523162842,-0.5,-0.5049239993095398,-0.12841980904340744,72.5186920903445,11.924050986003946,0.3387795454540918,119.65543388137579,"Heliot Ramos",22515,671218
"Colton Cowser","BAL",561,0.092691622,0.306595365,0.302325581,0.242484969,0.320855614,0.446893787,0.767749401,0.204408818,5.033934289179484,0.316993464,2.9999999552965164,-0.20000000298023224,1.9408459663391113,-0.8223632499575615,75.2324724524203,9.607774267989695,0.3314574734042923,119.56889962719454,"Colton Cowser",29591,681297
"Willy Adames","MIL",688,0.107558139,0.251453488,0.427745664,0.250819672,0.331395348,0.462295081,0.793690429,0.211475409,4.433158213874132,0.296568627,0.20000000298023224,-0.10000000149011612,-0.08307356387376785,1.3171868473291397,98.06381335588893,17.582900074448172,0.34193181539103934,119.43800398037838,"Willy Adames",15986,642715
"Jorge Soler","- - -",574,0.118466898,0.245644599,0.482269503,0.24137931,0.338003502,0.442190669,0.780194171,0.200811359,3.073100454545923,0.292537313,-3.7999998927116394,0.5999999642372131,-3.4957484006881714,-0.8812618628144264,80.85228074645777,13.706867630837152,0.33977710313429554,119.3728177950439,"Jorge Soler",14221,624585
"Christian Walker","ARI",552,0.099637681,0.240942028,0.413533834,0.25052192,0.335144927,0.467640918,0.802785845,0.217118998,2.2282734236255486,0.286585365,1.2000000029802322,-0.20000000298023224,-1.7990931272506714,-1.428135298192501,79.35263953700093,14.780743997240332,0.3434478165241924,119.1957423564317,"Christian Walker",13419,572233
"LaMonte Wade Jr.","SFG",401,0.154613466,0.224438902,0.688888888,0.259818731,0.38,0.380664652,0.760664652,0.120845921,2.190283389244324,0.330508474,1.0000001192092896,1.399999976158142,-1.0051888227462769,-0.9757743552327156,55.711969994587555,8.803763270957132,0.3374564818189114,118.76492136398214,"LaMonte Wade Jr.",18126,664774
"Michael Busch","CHC",567,0.111111111,0.285714285,0.388888888,0.24798387,0.335097001,0.439516129,0.77461313,0.191532259,3.391394675610845,0.321766561,-0.5,0.5,-0.4945809543132782,-1.0941606909036636,78.31988909346772,11.993322479257113,0.3364596908168321,118.67255367354511,"Michael Busch",26319,683737
"Ryan O'Hearn","BAL",494,0.093117408,0.139676113,0.666666666,0.264108352,0.334008097,0.426636568,0.760644665,0.162528216,3.968082710880684,0.281767955,0.10000002384185791,0.8999999761581421,0.4899033010005951,-0.7836667746305466,65.6945276213647,7.907360236144173,0.3300667288826733,118.59062152936836,"Ryan O'Hearn",16442,656811
"Josh Naylor","CLE",633,0.091627172,0.165876777,0.552380952,0.243339253,0.319620253,0.456483126,0.776103379,0.213143873,3.236399162571689,0.245939675,-2.299999713897705,-2.0999999046325684,-1.8419196605682373,-0.6912746652960777,84.96071058268845,10.913591240897764,0.33160023488998414,118.28837056897655,"Josh Naylor",18839,647304
"Jesse Winker","- - -",508,0.124015748,0.208661417,0.594339622,0.253488372,0.359683794,0.404651162,0.764334956,0.15116279,4.073787002388085,0.303514376,-0.20000003278255463,-0.4999999850988388,-2.860668934881687,0.05135800689458847,70.77096228716752,11.346101899126984,0.33783508328691364,118.27959855506761,"Jesse Winker",13590,608385
"Alex Bregman","HOU",634,0.06940063,0.135646687,0.511627906,0.259896729,0.315457413,0.452667814,0.768125227,0.192771085,3.402246487145928,0.264270613,-4.399999901652336,-0.20000000298023224,-1.3812059164047241,-0.917837955057621,84.63770555524611,10.473608141825439,0.3307042115295856,117.95994545268115,"Alex Bregman",17678,608324
"Elly De La Cruz","CIN",696,0.099137931,0.31321839,0.316513761,0.258899676,0.338616714,0.470873786,0.8094905,0.21197411,8.693407955542142,0.359042553,0.8000000342726707,0.10000000149011612,1.8385931253433228,5.641325235366821,102.9665163871542,21.54977853267347,0.34864824028373453,117.85621503824532,"Elly De La Cruz",26668,682829
"Bryan Reynolds","PIT",692,0.082369942,0.225433526,0.365384615,0.274919614,0.343930635,0.446945337,0.790875972,0.172025723,4.17227248054702,0.330337078,2.5999999046325684,2.5,1.228780746459961,-0.22275639325380325,99.08665101128608,18.137825443325344,0.3427446141990418,117.77041804655428,"Bryan Reynolds",19326,668804
"Donovan Solano","SDP",309,0.071197411,0.210355987,0.338461538,0.286219081,0.343042071,0.41696113,0.760003201,0.130742049,2.25484884335302,0.345971563,,,-2.4751267433166504,-0.6758623048663139,41.84741698317444,5.701192849504113,0.3331028579894007,117.54443126774406,"Donovan Solano",8623,456781
"Luis Rengifo","LAA",304,0.052631578,0.144736842,0.363636363,0.300353356,0.346534653,0.41696113,0.763495783,0.116607774,6.330616488933957,0.339055793,0.5,-0.30000001192092896,0.6411307454109192,1.2940993085503578,41.56051823243964,5.999184456919313,0.3346977892881966,117.45198829820276,"Luis Rengifo",19858,650859
"Jackson Chourio","MIL",573,0.068062827,0.211169284,0.322314049,0.274621212,0.326923076,0.464015151,0.790938227,0.189393939,6.058048917317218,0.319587628,3.9000000953674316,0.5,3.4104151725769043,0.5468327179551125,80.11255150211129,13.084116458120667,0.33854969905715593,117.16160785662413,"Jackson Chourio",28806,694192
"Cal Raleigh","SEA",628,0.111464968,0.280254777,0.397727272,0.219780219,0.31210191,0.435897435,0.747999345,0.216117216,2.925951453449971,0.251461988,-2.299999952316284,1.5,-2.2466776371002197,-0.3257303684949875,79.72345096858389,6.26122198494322,0.32256641812049425,117.06993573317554,"Cal Raleigh",21534,663728
"Matt Olson","ATL",685,0.103649635,0.248175182,0.417647058,0.246666666,0.332846715,0.456666666,0.789513381,0.21,1.62969924,0.293103448,-4,0,-2.353153944015503,-1.2312178909778595,96.26796071291908,16.13798164636834,0.33945008884457983,116.94683331152036,"Matt Olson",14344,621566
"Isaac Paredes","- - -",641,0.118564742,0.163806552,0.723809523,0.23800738,0.346333853,0.392988929,0.739322782,0.154981549,2.0046116080021834,0.259433962,-2.3999998345971107,-1.5000000223517418,0.8028346300125122,-1.5861803218722343,83.88869838359423,8.905754468763552,0.327380766424588,116.7198752227572,"Isaac Paredes",20036,670623
"Justin Turner","- - -",539,0.109461966,0.176252319,0.621052631,0.258695652,0.354359925,0.382608695,0.73696862,0.123913043,1.5937731634966572,0.299168975,,,-2.4732290506362915,-2.0254458636045456,70.16775145710807,7.116570848537485,0.32655321508368523,116.63779364930163,"Justin Turner",5235,457759
"Yainer Diaz","HOU",619,0.038772213,0.17285945,0.224299065,0.299145299,0.324717285,0.441025641,0.765742926,0.141880342,3.392803347699853,0.338297872,-3.5999999046325684,-2.4000000953674316,-0.7284140586853027,-0.7996481955051422,81.69596596564222,9.28653962667155,0.3288189165028939,116.63379043004196,"Yainer Diaz",23003,673237
"Austin Riley","ATL",469,0.078891257,0.251599147,0.313559322,0.256470588,0.32196162,0.46117647,0.78313809,0.204705882,2.6832114650000003,0.310344827,0.7000000476837158,0.5,-0.3625960052013397,-0.820811927318573,65.34917034718767,10.486454752717165,0.33795924811983413,115.94339531237583,"Austin Riley",18360,663586
"Giancarlo Stanton","NYY",459,0.082788671,0.31154684,0.265734265,0.232613908,0.298474945,0.474820143,0.773295088,0.242206235,0.7910052837499999,0.281124497,,,-3.650822401046753,-0.6945331692695618,60.977450084017505,7.284515205847018,0.3298972602485306,115.84083800562564,"Giancarlo Stanton",4949,519317
"Julio Rodríguez","SEA",613,0.061990212,0.254486133,0.243589743,0.273368606,0.324632952,0.409171075,0.733804027,0.135802469,4.681229840187874,0.34351145,0.5,0.8999999761581421,0.46158862113952637,1.504288025200367,76.82602889591074,5.118470986720089,0.32055336402522194,115.65391237264376,"Julio Rodriguez",23697,677594
"Ramón Urías","BAL",301,0.07641196,0.182724252,0.418181818,0.25367647,0.322259136,0.422794117,0.745053253,0.169117647,3.6616278033459255,0.280193236,0.2999999523162842,1.5,0.17809376120567322,-0.7969380840659142,38.866902962233674,3.6565034016033504,0.3252721706102061,115.21803132765001,"Ramon Urias",18795,602104
"Jose Miranda","MIN",429,0.041958041,0.153846153,0.272727272,0.284289276,0.321678321,0.441396508,0.763074829,0.157107232,3.7037293236092443,0.318181818,-2.799999952316284,-2.200000047683716,-2.378281593322754,-1.1676853597164154,56.294852819970565,6.1112600907001084,0.3278782245154693,115.10284838281903,"Jose Miranda",20538,669304
"Eugenio Suárez","ARI",640,0.0765625,0.275,0.27840909,0.255691768,0.31875,0.469352014,0.788102014,0.213660246,3.414200836861119,0.308510638,1.6999999284744263,0.8999999761581421,0.009854198433458805,-1.1415152251720428,88.83375562520754,13.96778978200687,0.3372951490804553,115.05457542513633,"Eugenio Suarez",12552,553993
"Salvador Perez","KCR",652,0.067484662,0.19785276,0.341085271,0.27118644,0.330261136,0.455932203,0.786193339,0.184745763,0.6124899025,0.302272727,,,-4.432483673095703,-1.1917557790875435,89.30747447071532,13.037771767954624,0.33502383720466283,114.98462991383784,"Salvador Perez",7304,521692
"Brendan Donovan","STL",652,0.072085889,0.124233128,0.580246913,0.277683134,0.342024539,0.41737649,0.759401029,0.139693356,3.2426383552299267,0.299798792,-1,1.5,0.5871855616569519,-2.382528677582741,87.84516057547722,11.57545787271653,0.33223725133146975,114.75282700897804,"Brendan Donovan",24679,680977
